category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day_of_week,order_hour,shipping_delay_days
Books,368.33,1,Delivered,Credit Card,Desktop,Social,VIP,2,3,14,3.0
Electronics,372.08,1,Delivered,PayPal,Desktop,Email,VIP,2,3,14,6.0
Beauty,328.86,1,Delivered,Debit Card,Mobile,Social,Returning,2,3,14,3.0
Toys,450.12,2,Delivered,Google Pay,Tablet,Organic,VIP,2,3,14,7.0
Books,13.26,4,Shipped,Credit Card,Tablet,Email,Returning,2,3,14,7.0
Clothing,87.35,1,Shipped,Credit Card,Mobile,Social,Returning,2,3,14,3.0
Books,56.74,2,Shipped,Google Pay,Desktop,Paid Search,VIP,2,3,14,2.0
Beauty,41.75,4,Delivered,Debit Card,Mobile,Organic,Returning,2,3,14,7.0
Home,459.9,2,Delivered,Google Pay,Desktop,Paid Search,Returning,2,3,14,7.0
Home,305.82,1,Delivered,Apple Pay,Desktop,Email,Returning,2,3,14,7.0
Electronics,206.87,1,Delivered,Credit Card,Mobile,Paid Search,VIP,2,3,14,7.0
Toys,50.78,1,Pending,Debit Card,Tablet,Paid Search,Returning,2,3,14,5.0
Electronics,316.43,1,Delivered,Google Pay,Desktop,Organic,VIP,2,3,14,3.0
Electronics,108.96,2,Delivered,Apple Pay,Desktop,Organic,VIP,2,3,14,3.0
Home,185.32,1,Delivered,Apple Pay,Desktop,Social,Returning,2,3,14,7.0
Electronics,384.32,2,Shipped,Apple Pay,Desktop,Organic,Returning,2,3,14,1.0
Toys,172.22,3,Delivered,Debit Card,Mobile,Social,VIP,2,3,14,2.0
Electronics,226.37,1,Delivered,PayPal,Tablet,Social,VIP,2,3,14,5.0
Clothing,235.51,5,Shipped,Credit Card,Tablet,Email,Returning,2,3,14,7.0
Toys,223.66,2,Delivered,Apple Pay,Tablet,Email,VIP,2,3,14,5.0
Toys,437.72,2,Delivered,Google Pay,Desktop,Social,Returning,2,3,14,7.0
Clothing,111.31,2,Delivered,Credit Card,Desktop,Organic,VIP,2,3,14,7.0
Electronics,239.29,1,Shipped,Credit Card,Tablet,Organic,Returning,2,3,14,3.0
Clothing,218.78,4,Returned,PayPal,Tablet,Email,Returning,2,4,14,1.0
Home,20.65,2,Delivered,Apple Pay,Mobile,Email,VIP,2,4,14,5.0
Clothing,36.87,5,Shipped,Credit Card,Mobile,Email,Returning,2,4,14,7.0
Clothing,316.86,4,Delivered,Apple Pay,Desktop,Paid Search,VIP,2,4,14,7.0
Toys,385.17,3,Delivered,Google Pay,Mobile,Organic,VIP,2,4,14,6.0
Books,404.19,1,Delivered,Google Pay,Mobile,Email,VIP,2,4,14,4.0
Clothing,492.29,1,Delivered,Credit Card,Tablet,Paid Search,VIP,2,4,14,3.0
Toys,340.85,3,Delivered,Debit Card,Mobile,Paid Search,Returning,2,4,14,7.0
Home,34.5,2,Pending,Apple Pay,Desktop,Organic,Returning,2,4,14,2.0
Electronics,249.27,3,Delivered,Apple Pay,Desktop,Paid Search,VIP,2,4,14,6.0
Electronics,406.07,4,Shipped,Apple Pay,Tablet,Paid Search,Returning,2,4,14,1.0
Books,98.56,2,Delivered,Apple Pay,Desktop,Email,Returning,2,4,14,6.0
Beauty,433.16,1,Shipped,Credit Card,Desktop,Paid Search,VIP,2,4,14,3.0
Books,481.93,3,Shipped,Apple Pay,Mobile,Email,Returning,2,4,14,3.0
Home,335.81,1,Returned,Apple Pay,Desktop,Paid Search,VIP,2,4,14,7.0
Books,167.46,2,Delivered,Apple Pay,Desktop,Social,Returning,2,4,14,3.0
Home,315.18,3,Delivered,PayPal,Mobile,Paid Search,VIP,2,4,14,4.0
Electronics,291.64,1,Delivered,Credit Card,Mobile,Social,Returning,2,4,14,4.0
Electronics,449.72,5,Delivered,Apple Pay,Desktop,Paid Search,Returning,2,4,14,4.0
Clothing,261.47,3,Delivered,Debit Card,Mobile,Organic,VIP,2,4,14,7.0
Beauty,198.39,4,Shipped,Apple Pay,Tablet,Organic,Returning,2,4,14,3.0
Books,321.55,3,Delivered,Google Pay,Tablet,Paid Search,VIP,2,4,14,3.0
Home,66.37,1,Returned,Debit Card,Tablet,Paid Search,Returning,2,4,14,3.0
Beauty,346.57,1,Delivered,Apple Pay,Tablet,Email,Returning,2,4,14,7.0
Clothing,275.04,1,Delivered,Debit Card,Tablet,Social,VIP,2,4,14,6.0
Home,464.46,5,Delivered,Google Pay,Mobile,Paid Search,Returning,3,5,14,5.0
Toys,240.02,2,Delivered,Debit Card,Desktop,Paid Search,VIP,3,5,14,4.0
Electronics,203.82,1,Returned,Debit Card,Tablet,Paid Search,VIP,3,5,14,4.0
Home,61.86,4,Delivered,Debit Card,Mobile,Paid Search,New,3,5,14,4.0
Clothing,66.31,1,Shipped,Credit Card,Tablet,Paid Search,Returning,3,5,14,6.0
Beauty,255.52,1,Pending,Apple Pay,Mobile,Organic,VIP,3,5,14,6.0
Beauty,445.96,3,Returned,Google Pay,Tablet,Email,Returning,3,5,14,1.0
Books,308.43,1,Delivered,PayPal,Desktop,Social,VIP,3,5,14,4.0
Books,354.75,3,Shipped,Google Pay,Tablet,Email,Returning,3,5,14,3.0
Clothing,299.1,1,Delivered,PayPal,Desktop,Organic,VIP,3,5,14,3.0
Books,104.18,2,Delivered,Debit Card,Mobile,Organic,VIP,3,5,14,2.0
Books,326.99,1,Delivered,Debit Card,Desktop,Paid Search,Returning,3,5,14,6.0
Home,187.05,1,Returned,Google Pay,Desktop,Social,VIP,3,5,14,7.0
Books,393.4,3,Delivered,Debit Card,Mobile,Organic,Returning,3,5,14,3.0
Toys,378.22,1,Delivered,Apple Pay,Mobile,Organic,Returning,3,5,14,5.0
Beauty,31.74,1,Delivered,PayPal,Desktop,Email,VIP,3,5,14,3.0
Toys,374.91,2,Delivered,Credit Card,Desktop,Email,Returning,3,5,14,2.0
Toys,493.46,4,Delivered,PayPal,Desktop,Organic,Returning,3,5,14,1.0
Clothing,275.78,4,Shipped,Google Pay,Mobile,Organic,Returning,3,5,14,6.0
Books,485.45,2,Delivered,Credit Card,Tablet,Paid Search,Returning,3,5,14,5.0
Home,124.5,2,Delivered,Google Pay,Tablet,Email,Returning,3,5,14,2.0
Toys,133.13,2,Delivered,Credit Card,Tablet,Organic,Returning,3,5,14,4.0
Toys,157.25,1,Delivered,Apple Pay,Desktop,Social,Returning,3,5,14,5.0
Beauty,247.88,1,Delivered,Credit Card,Tablet,Email,Returning,3,5,14,5.0
Home,317.62,3,Delivered,Google Pay,Mobile,Paid Search,Returning,3,5,14,5.0
Toys,140.67,1,Delivered,Google Pay,Mobile,Social,VIP,3,5,14,4.0
Beauty,461.18,2,Shipped,Credit Card,Tablet,Organic,VIP,3,5,14,2.0
Home,43.64,1,Delivered,Credit Card,Mobile,Paid Search,Returning,3,6,14,3.0
Toys,304.78,1,Shipped,PayPal,Desktop,Social,VIP,3,6,14,7.0
Home,155.7,1,Delivered,Debit Card,Desktop,Organic,Returning,3,6,14,3.0
Electronics,281.09,3,Shipped,Apple Pay,Tablet,Email,Returning,3,6,14,4.0
Toys,420.51,1,Delivered,Google Pay,Tablet,Email,VIP,3,6,14,7.0
Toys,410.05,1,Delivered,Credit Card,Desktop,Organic,Returning,3,6,14,2.0
Home,210.12,5,Delivered,Credit Card,Tablet,Email,Returning,3,6,14,5.0
Toys,458.52,2,Delivered,PayPal,Desktop,Organic,VIP,3,6,14,3.0
Books,236.99,3,Delivered,PayPal,Desktop,Organic,VIP,3,6,14,6.0
Beauty,55.68,1,Delivered,PayPal,Desktop,Email,VIP,3,6,14,7.0
Clothing,416.3,3,Delivered,PayPal,Mobile,Social,VIP,3,6,14,1.0
Beauty,407.01,2,Shipped,Google Pay,Tablet,Social,VIP,3,6,14,7.0
Clothing,464.84,1,Delivered,PayPal,Desktop,Social,Returning,3,6,14,5.0
Electronics,41.21,2,Delivered,PayPal,Tablet,Organic,Returning,3,6,14,5.0
Toys,285.77,3,Delivered,Apple Pay,Tablet,Paid Search,VIP,3,6,14,5.0
Toys,142.79,2,Delivered,Google Pay,Mobile,Paid Search,Returning,3,6,14,1.0
Electronics,134.99,2,Delivered,Credit Card,Mobile,Email,VIP,3,6,14,4.0
Beauty,496.13,3,Delivered,PayPal,Tablet,Organic,VIP,3,6,14,5.0
Beauty,397.86,1,Delivered,Apple Pay,Tablet,Paid Search,Returning,3,6,14,2.0
Electronics,82.87,1,Delivered,Google Pay,Tablet,Email,VIP,3,6,14,3.0
Home,375.12,2,Delivered,Debit Card,Mobile,Organic,Returning,3,6,14,2.0
Clothing,191.51,2,Delivered,Credit Card,Desktop,Email,Returning,3,6,14,5.0
Books,318.0,1,Delivered,Debit Card,Desktop,Paid Search,VIP,3,6,14,3.0
Books,63.91,1,Returned,Apple Pay,Mobile,Paid Search,VIP,3,6,14,2.0
Books,479.62,1,Delivered,Credit Card,Desktop,Email,Returning,3,6,14,6.0
Home,73.29,1,Delivered,Google Pay,Desktop,Email,Returning,3,6,14,7.0
Home,410.58,3,Delivered,Credit Card,Mobile,Social,Returning,3,6,14,7.0
Clothing,426.27,1,Delivered,PayPal,Desktop,Paid Search,VIP,3,6,14,5.0
Toys,39.39,2,Delivered,Credit Card,Desktop,Social,Returning,3,0,14,3.0
Toys,417.41,2,Delivered,Apple Pay,Tablet,Email,VIP,3,0,14,1.0
Clothing,182.44,1,Delivered,Google Pay,Tablet,Organic,Returning,3,0,14,7.0
Beauty,321.08,3,Delivered,Debit Card,Mobile,Social,VIP,3,0,14,3.0
Home,376.62,2,Delivered,Google Pay,Tablet,Paid Search,New,3,0,14,3.0
Home,493.24,3,Delivered,Apple Pay,Tablet,Social,VIP,3,0,14,7.0
Clothing,428.43,3,Shipped,Google Pay,Tablet,Social,VIP,3,0,14,4.0
Books,139.02,4,Delivered,Credit Card,Desktop,Paid Search,VIP,3,0,14,5.0
Beauty,286.47,3,Delivered,Debit Card,Mobile,Paid Search,Returning,3,0,14,4.0
Books,107.73,2,Delivered,Google Pay,Desktop,Organic,VIP,3,0,14,6.0
Books,271.78,1,Shipped,Google Pay,Tablet,Organic,Returning,3,0,14,4.0
Toys,214.82,1,Shipped,PayPal,Mobile,Social,VIP,3,0,14,2.0
Electronics,350.47,1,Delivered,Debit Card,Tablet,Organic,VIP,3,0,14,5.0
Toys,28.42,1,Delivered,Apple Pay,Mobile,Social,Returning,3,0,14,3.0
Toys,56.2,1,Delivered,Apple Pay,Tablet,Organic,VIP,3,0,14,2.0
Electronics,411.62,2,Delivered,Apple Pay,Tablet,Email,VIP,3,0,14,6.0
Clothing,429.02,2,Returned,Credit Card,Tablet,Paid Search,VIP,3,0,14,4.0
Books,363.51,2,Delivered,Credit Card,Mobile,Email,VIP,3,0,14,7.0
Toys,457.28,1,Delivered,Google Pay,Mobile,Paid Search,New,3,0,14,4.0
Clothing,332.26,2,Pending,Debit Card,Tablet,Paid Search,VIP,3,0,14,7.0
Books,128.57,3,Pending,Credit Card,Mobile,Social,Returning,3,0,14,2.0
Beauty,270.2,5,Delivered,Credit Card,Mobile,Email,Returning,3,0,14,1.0
Home,320.89,1,Returned,Google Pay,Desktop,Organic,Returning,3,0,14,1.0
Home,96.26,1,Delivered,PayPal,Tablet,Email,Returning,3,0,14,2.0
Clothing,278.5,1,Delivered,Credit Card,Mobile,Organic,Returning,3,0,14,5.0
Electronics,105.88,1,Delivered,Apple Pay,Desktop,Paid Search,Returning,3,0,14,4.0
Electronics,488.91,2,Delivered,Google Pay,Tablet,Organic,VIP,3,0,14,4.0
Books,368.01,2,Delivered,PayPal,Mobile,Paid Search,Returning,3,0,14,1.0
Toys,355.67,1,Shipped,Debit Card,Tablet,Paid Search,Returning,3,0,14,4.0
Clothing,141.69,2,Delivered,Google Pay,Mobile,Paid Search,Returning,3,0,14,7.0
Books,224.8,1,Pending,Credit Card,Tablet,Email,Returning,3,0,14,2.0
Home,204.13,1,Returned,Google Pay,Tablet,Social,VIP,3,0,14,7.0
Toys,473.57,3,Delivered,Google Pay,Desktop,Paid Search,VIP,3,0,14,1.0
Toys,375.33,1,Delivered,Apple Pay,Mobile,Paid Search,VIP,3,0,14,4.0
Toys,34.88,3,Pending,Debit Card,Tablet,Paid Search,Returning,3,0,14,4.0
Home,220.69,2,Delivered,Credit Card,Mobile,Social,VIP,3,1,14,5.0
Clothing,367.34,3,Delivered,Google Pay,Desktop,Social,VIP,3,1,14,6.0
Home,141.2,4,Delivered,Debit Card,Tablet,Email,VIP,3,1,14,2.0
Toys,367.77,2,Delivered,Debit Card,Tablet,Social,Returning,3,1,14,1.0
Electronics,391.14,2,Delivered,Google Pay,Mobile,Organic,Returning,3,1,14,1.0
Books,479.39,2,Delivered,PayPal,Desktop,Email,New,3,1,14,4.0
Home,166.93,2,Delivered,Apple Pay,Mobile,Paid Search,VIP,3,1,14,5.0
Beauty,290.99,1,Delivered,Google Pay,Mobile,Paid Search,Returning,3,1,14,3.0
Beauty,279.52,1,Delivered,Credit Card,Tablet,Organic,Returning,3,1,14,6.0
Toys,461.8,1,Delivered,Apple Pay,Mobile,Social,Returning,3,1,14,2.0
Clothing,171.83,3,Delivered,Credit Card,Desktop,Organic,VIP,3,1,14,3.0
Beauty,177.69,1,Delivered,Credit Card,Mobile,Social,Returning,3,1,14,2.0
Electronics,11.36,1,Delivered,Apple Pay,Tablet,Organic,VIP,3,1,14,1.0
Beauty,492.77,1,Delivered,Apple Pay,Tablet,Organic,VIP,3,1,14,3.0
Beauty,172.18,2,Delivered,PayPal,Mobile,Organic,VIP,3,1,14,6.0
Books,65.32,2,Delivered,Google Pay,Tablet,Paid Search,VIP,3,1,14,4.0
Home,10.11,1,Delivered,PayPal,Desktop,Social,Returning,3,1,14,4.0
Books,183.24,4,Delivered,Apple Pay,Tablet,Paid Search,VIP,3,1,14,6.0
Books,124.18,6,Delivered,Apple Pay,Mobile,Social,VIP,3,1,14,5.0
Toys,484.52,1,Pending,Apple Pay,Tablet,Email,Returning,3,1,14,2.0
Books,315.59,2,Delivered,Apple Pay,Tablet,Paid Search,Returning,3,1,14,5.0
Home,68.01,3,Delivered,Credit Card,Mobile,Organic,Returning,3,1,14,3.0
Clothing,392.21,1,Delivered,PayPal,Mobile,Social,Returning,3,1,14,4.0
Clothing,425.85,1,Delivered,Debit Card,Desktop,Organic,VIP,3,1,14,3.0
Home,31.49,1,Delivered,Google Pay,Tablet,Social,VIP,3,1,14,1.0
Toys,359.11,2,Returned,Credit Card,Desktop,Email,VIP,3,1,14,1.0
Home,110.41,2,Delivered,PayPal,Mobile,Organic,VIP,3,1,14,4.0
Home,200.72,1,Delivered,Google Pay,Tablet,Organic,VIP,3,1,14,1.0
Clothing,470.18,5,Delivered,Apple Pay,Desktop,Social,Returning,3,1,14,7.0
Beauty,411.78,2,Delivered,Apple Pay,Tablet,Social,Returning,3,1,14,2.0
Clothing,274.85,2,Delivered,Debit Card,Mobile,Paid Search,VIP,3,1,14,2.0
Home,47.45,5,Shipped,PayPal,Desktop,Paid Search,VIP,3,1,14,1.0
Books,151.41,1,Returned,Debit Card,Desktop,Social,Returning,3,1,14,1.0
Clothing,279.2,1,Delivered,Google Pay,Tablet,Social,VIP,3,1,14,6.0
Books,81.53,3,Delivered,PayPal,Mobile,Organic,VIP,3,1,14,2.0
Toys,115.84,2,Shipped,Apple Pay,Desktop,Organic,Returning,3,2,14,1.0
Home,232.11,2,Delivered,PayPal,Desktop,Social,VIP,3,2,14,2.0
Electronics,354.64,4,Delivered,PayPal,Tablet,Organic,VIP,3,2,14,7.0
Electronics,141.25,2,Delivered,Debit Card,Mobile,Organic,VIP,3,2,14,3.0
Clothing,283.89,5,Shipped,Credit Card,Mobile,Paid Search,VIP,3,2,14,7.0
Toys,368.15,3,Delivered,PayPal,Desktop,Social,Returning,3,2,14,1.0
Home,28.66,1,Delivered,PayPal,Mobile,Social,VIP,3,2,14,1.0
Beauty,420.29,1,Delivered,Google Pay,Mobile,Organic,Returning,3,2,14,7.0
Electronics,412.21,1,Delivered,Debit Card,Mobile,Organic,VIP,3,2,14,1.0
Beauty,310.81,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,3,2,14,3.0
Books,332.07,4,Delivered,Credit Card,Mobile,Email,Returning,3,2,14,5.0
Beauty,296.98,2,Shipped,Credit Card,Mobile,Email,VIP,3,2,14,7.0
Books,236.73,1,Returned,Credit Card,Desktop,Social,Returning,3,2,14,5.0
Toys,435.21,1,Delivered,Google Pay,Tablet,Paid Search,Returning,3,2,14,2.0
Electronics,145.35,1,Shipped,Credit Card,Tablet,Email,Returning,3,2,14,3.0
Clothing,175.19,2,Delivered,Google Pay,Tablet,Email,VIP,3,2,14,1.0
Electronics,440.01,1,Delivered,Debit Card,Tablet,Paid Search,Returning,3,2,14,6.0
Beauty,178.28,2,Delivered,Apple Pay,Mobile,Email,Returning,3,2,14,4.0
Home,270.77,1,Delivered,Google Pay,Tablet,Paid Search,Returning,3,2,14,5.0
Beauty,234.13,3,Delivered,Apple Pay,Mobile,Organic,VIP,3,2,14,6.0
Books,317.07,4,Delivered,Google Pay,Tablet,Organic,VIP,3,2,14,2.0
Books,413.06,3,Delivered,Credit Card,Tablet,Social,Returning,3,2,14,6.0
Home,384.06,2,Delivered,Google Pay,Tablet,Social,VIP,3,2,14,3.0
Toys,281.93,1,Shipped,Apple Pay,Mobile,Social,VIP,3,2,14,3.0
Clothing,345.64,2,Delivered,Debit Card,Mobile,Social,New,3,2,14,3.0
Clothing,45.48,1,Delivered,Apple Pay,Tablet,Email,VIP,3,2,14,4.0
Electronics,393.87,2,Delivered,Apple Pay,Mobile,Social,Returning,3,2,14,2.0
Home,377.3,1,Delivered,Google Pay,Tablet,Organic,VIP,3,2,14,2.0
Books,366.94,2,Shipped,Google Pay,Tablet,Email,VIP,3,2,14,1.0
Books,250.55,2,Delivered,Debit Card,Tablet,Organic,Returning,3,2,14,3.0
Beauty,37.23,4,Delivered,Credit Card,Mobile,Paid Search,VIP,3,2,14,5.0
Books,322.05,2,Delivered,Google Pay,Desktop,Organic,VIP,3,3,14,4.0
Clothing,398.44,1,Delivered,Credit Card,Mobile,Email,Returning,3,3,14,1.0
Toys,198.57,3,Delivered,Debit Card,Tablet,Organic,VIP,3,3,14,4.0
Home,463.43,1,Delivered,Apple Pay,Mobile,Paid Search,VIP,3,3,14,3.0
Home,68.04,1,Shipped,Apple Pay,Tablet,Organic,VIP,3,3,14,4.0
Electronics,460.92,1,Shipped,Apple Pay,Mobile,Email,VIP,3,3,14,3.0
Electronics,243.04,1,Delivered,Debit Card,Desktop,Paid Search,New,3,3,14,1.0
Beauty,94.65,2,Delivered,Google Pay,Desktop,Social,VIP,3,3,14,6.0
Toys,246.05,2,Shipped,Debit Card,Desktop,Email,VIP,3,3,14,2.0
Electronics,205.87,1,Delivered,Apple Pay,Tablet,Paid Search,Returning,3,3,14,4.0
Beauty,291.17,2,Pending,Google Pay,Mobile,Paid Search,VIP,3,3,14,3.0
Beauty,447.58,2,Shipped,Apple Pay,Tablet,Paid Search,Returning,3,3,14,4.0
Clothing,381.25,2,Shipped,Debit Card,Tablet,Social,Returning,3,3,14,3.0
Home,425.45,1,Delivered,Credit Card,Mobile,Organic,New,3,3,14,4.0
Home,276.46,2,Delivered,PayPal,Mobile,Organic,VIP,3,3,14,1.0
Home,246.46,1,Delivered,Credit Card,Mobile,Organic,VIP,3,3,14,5.0
Beauty,203.68,4,Delivered,Apple Pay,Tablet,Organic,VIP,3,3,14,1.0
Electronics,320.94,1,Delivered,Apple Pay,Tablet,Email,VIP,3,3,14,3.0
Books,377.38,3,Shipped,Apple Pay,Mobile,Social,Returning,3,3,14,3.0
Toys,342.27,1,Delivered,Credit Card,Mobile,Email,VIP,3,3,14,3.0
Beauty,238.11,2,Delivered,Credit Card,Tablet,Organic,VIP,3,3,14,2.0
Home,42.62,4,Delivered,Google Pay,Tablet,Paid Search,VIP,3,3,14,1.0
Books,428.32,1,Delivered,Debit Card,Desktop,Email,VIP,3,3,14,5.0
Toys,254.74,3,Shipped,Debit Card,Tablet,Email,Returning,3,3,14,1.0
Home,346.15,2,Delivered,Credit Card,Desktop,Social,Returning,3,3,14,2.0
Toys,40.12,1,Shipped,Apple Pay,Desktop,Email,VIP,3,3,14,7.0
Toys,202.36,2,Delivered,Credit Card,Tablet,Social,Returning,3,3,14,6.0
Home,424.47,1,Delivered,PayPal,Mobile,Paid Search,VIP,3,3,14,5.0
Beauty,128.23,1,Delivered,PayPal,Desktop,Organic,Returning,3,3,14,6.0
Beauty,319.87,2,Delivered,Credit Card,Mobile,Email,VIP,3,3,14,2.0
Toys,177.9,1,Shipped,PayPal,Tablet,Social,New,3,3,14,2.0
Books,302.76,5,Delivered,Credit Card,Desktop,Social,VIP,3,4,14,2.0
Clothing,156.09,4,Delivered,Debit Card,Mobile,Organic,VIP,3,4,14,3.0
Electronics,309.67,1,Delivered,Debit Card,Mobile,Paid Search,VIP,3,4,14,6.0
Beauty,304.36,1,Delivered,Apple Pay,Desktop,Email,VIP,3,4,14,3.0
Beauty,271.65,1,Delivered,Credit Card,Tablet,Email,VIP,3,4,14,6.0
Clothing,406.95,3,Delivered,Apple Pay,Desktop,Email,Returning,3,4,14,2.0
Home,63.62,1,Delivered,Apple Pay,Desktop,Social,VIP,3,4,14,3.0
Clothing,244.35,3,Delivered,PayPal,Mobile,Paid Search,Returning,3,4,14,2.0
Books,393.54,3,Shipped,Google Pay,Tablet,Social,Returning,3,4,14,5.0
Beauty,102.55,6,Delivered,Apple Pay,Desktop,Email,New,3,4,14,4.0
Electronics,177.17,1,Delivered,Debit Card,Tablet,Email,VIP,3,4,14,3.0
Electronics,118.34,1,Delivered,Credit Card,Tablet,Email,VIP,3,4,14,6.0
Electronics,66.9,3,Delivered,Apple Pay,Mobile,Paid Search,VIP,3,4,14,1.0
Beauty,86.27,1,Delivered,PayPal,Tablet,Paid Search,Returning,3,4,14,2.0
Toys,472.75,1,Delivered,Apple Pay,Mobile,Organic,VIP,3,4,14,3.0
Home,9.5,2,Delivered,Debit Card,Mobile,Organic,VIP,3,4,14,7.0
Home,46.09,1,Returned,Apple Pay,Desktop,Social,VIP,3,4,14,6.0
Clothing,170.18,1,Delivered,Credit Card,Mobile,Organic,Returning,3,4,14,6.0
Toys,175.44,2,Shipped,Apple Pay,Desktop,Email,VIP,3,4,14,3.0
Clothing,342.87,3,Delivered,Apple Pay,Mobile,Paid Search,VIP,3,4,14,2.0
Toys,453.87,2,Delivered,Google Pay,Mobile,Social,VIP,3,4,14,7.0
Clothing,306.35,5,Delivered,PayPal,Tablet,Organic,VIP,3,4,14,4.0
Clothing,467.59,4,Shipped,Apple Pay,Desktop,Email,VIP,3,4,14,1.0
Beauty,73.27,1,Pending,Apple Pay,Desktop,Social,VIP,3,4,14,7.0
Beauty,179.54,1,Pending,PayPal,Tablet,Organic,Returning,3,4,14,4.0
Home,266.0,4,Delivered,Apple Pay,Tablet,Paid Search,VIP,3,4,14,5.0
Books,62.21,6,Delivered,Debit Card,Desktop,Email,Returning,3,4,14,5.0
Clothing,355.77,1,Delivered,Google Pay,Desktop,Social,Returning,3,4,14,1.0
Toys,94.45,2,Delivered,Apple Pay,Tablet,Paid Search,Returning,3,4,14,4.0
Toys,236.77,1,Delivered,Apple Pay,Desktop,Social,VIP,3,5,14,4.0
Books,421.06,1,Delivered,Credit Card,Tablet,Paid Search,Returning,3,5,14,4.0
Electronics,205.88,2,Shipped,Credit Card,Mobile,Organic,VIP,3,5,14,4.0
Beauty,90.75,1,Delivered,Credit Card,Mobile,Organic,Returning,3,5,14,2.0
Electronics,420.19,4,Delivered,Apple Pay,Desktop,Organic,VIP,3,5,14,2.0
Home,204.53,3,Pending,PayPal,Desktop,Paid Search,Returning,3,5,14,6.0
Electronics,229.7,2,Returned,Apple Pay,Desktop,Email,Returning,3,5,14,1.0
Beauty,493.12,2,Shipped,Google Pay,Desktop,Email,Returning,3,5,14,2.0
Toys,208.66,1,Pending,Credit Card,Desktop,Email,Returning,3,5,14,4.0
Clothing,11.71,1,Delivered,Credit Card,Tablet,Paid Search,VIP,3,5,14,5.0
Books,80.79,4,Delivered,Apple Pay,Tablet,Email,Returning,3,5,14,6.0
Toys,253.16,3,Shipped,Google Pay,Tablet,Organic,Returning,3,5,14,7.0
Home,353.14,3,Delivered,Credit Card,Mobile,Organic,Returning,3,5,14,3.0
Toys,99.82,1,Pending,PayPal,Mobile,Email,VIP,3,5,14,1.0
Toys,491.09,2,Delivered,Debit Card,Tablet,Social,Returning,3,5,14,2.0
Beauty,285.44,1,Delivered,PayPal,Desktop,Organic,Returning,3,5,14,7.0
Beauty,312.48,1,Pending,PayPal,Mobile,Organic,VIP,3,5,14,7.0
Home,227.88,3,Delivered,Google Pay,Mobile,Organic,VIP,3,5,14,4.0
Beauty,122.94,2,Delivered,Apple Pay,Tablet,Organic,Returning,3,5,14,5.0
Toys,328.98,1,Delivered,Credit Card,Mobile,Email,Returning,3,5,14,6.0
Clothing,232.65,1,Delivered,Credit Card,Mobile,Paid Search,Returning,3,5,14,4.0
Electronics,37.06,1,Delivered,Google Pay,Desktop,Social,VIP,3,5,14,4.0
Clothing,281.47,3,Delivered,Google Pay,Tablet,Social,New,3,5,14,7.0
Beauty,51.18,2,Returned,Apple Pay,Desktop,Organic,Returning,3,5,14,7.0
Clothing,351.53,2,Delivered,PayPal,Tablet,Social,Returning,3,5,14,5.0
Clothing,185.21,4,Delivered,Google Pay,Desktop,Email,VIP,3,5,14,1.0
Toys,187.99,2,Delivered,Apple Pay,Mobile,Organic,New,3,5,14,3.0
Home,97.48,3,Delivered,Google Pay,Mobile,Social,VIP,3,5,14,2.0
Toys,284.33,4,Delivered,Apple Pay,Tablet,Organic,VIP,3,5,14,2.0
Toys,110.0,1,Delivered,PayPal,Tablet,Organic,VIP,3,5,14,3.0
Home,167.03,1,Shipped,Debit Card,Mobile,Paid Search,Returning,3,5,14,3.0
Beauty,377.2,3,Returned,Credit Card,Desktop,Paid Search,VIP,3,5,14,2.0
Clothing,173.5,4,Delivered,Google Pay,Tablet,Paid Search,VIP,3,5,14,6.0
Home,11.99,1,Delivered,Debit Card,Desktop,Social,Returning,3,5,14,1.0
Clothing,247.85,2,Delivered,Credit Card,Desktop,Social,Returning,3,6,14,3.0
Electronics,319.34,5,Delivered,Apple Pay,Desktop,Social,VIP,3,6,14,2.0
Home,252.94,1,Delivered,PayPal,Desktop,Organic,Returning,3,6,14,4.0
Toys,276.13,2,Delivered,Google Pay,Desktop,Social,Returning,3,6,14,1.0
Clothing,51.68,2,Delivered,Google Pay,Desktop,Social,Returning,3,6,14,1.0
Books,315.18,1,Delivered,Apple Pay,Tablet,Email,VIP,3,6,14,4.0
Toys,317.03,2,Delivered,Debit Card,Mobile,Email,VIP,3,6,14,6.0
Books,427.28,6,Delivered,Google Pay,Tablet,Email,VIP,3,6,14,3.0
Beauty,364.1,1,Delivered,Debit Card,Tablet,Organic,VIP,3,6,14,7.0
Home,437.88,4,Returned,Apple Pay,Mobile,Organic,Returning,3,6,14,7.0
Books,414.54,1,Delivered,Debit Card,Desktop,Social,Returning,3,6,14,5.0
Books,246.26,3,Returned,Credit Card,Mobile,Social,Returning,3,6,14,4.0
Beauty,436.67,5,Shipped,Apple Pay,Tablet,Email,Returning,3,6,14,7.0
Electronics,317.75,1,Shipped,Debit Card,Tablet,Social,VIP,3,6,14,1.0
Clothing,52.61,1,Delivered,Credit Card,Desktop,Paid Search,VIP,3,6,14,7.0
Books,449.5,2,Delivered,Google Pay,Mobile,Social,VIP,3,6,14,1.0
Toys,89.69,1,Delivered,Debit Card,Tablet,Social,Returning,3,6,14,2.0
Books,230.11,1,Shipped,Apple Pay,Desktop,Email,Returning,3,6,14,3.0
